,clean_text,airline_sentiment
5484,southwestair luved sjc gate agent boarded flight dal get name represents brand well,2
5485,southwestair thanks awesome flight connection delayed staff crew purely amazing,2
5486,southwestair great flight got us back time thanks,2
5487,southwestair mph winds would anything florida right help sister,1
5488,southwestair swagglikebean take,1
5489,southwestair son flying south west nola orlando hope enter win contest destinationdragons,1
5490,southwestair thx smooth landing today fly midway applauded u abt weather takemeback http co oqz wc lla,2
5491,southwestair frustrated idea great crew thanks happycustomer,2
5492,southwestair lunch time got call answered,1
5493,southwestair parents flight frm stl atl cancelled flighted nite next one,0
5494,southwestair well mom called earlier guys hold close hour,0
5495,southwestair hour wait reflight booking problems line omaha,0
5496,southwestair says flight progress,0
5497,southwestair help reflight booking problems flight cancelled flighted fwhei,0
5498,southwestair alist pref good direct atl always wifiless flight,0
5499,southwestair reliable system find info said refund credit card,0
5500,southwestair hours sorry get oh well screw weekend az right eat hotel problem,0
5501,southwestair early bird great employees awesome passengers killed buzz,2
5502,southwestair absolutely sick wifi,0
5503,southwestair airfare available december year major trips coming anxious book,0
5504,southwestair ahah love sw,2
5505,southwestair contest destination dragons want try everything go,1
5506,southwestair lucky people like annamarie norris bwi hope get recognized excellent cust service,2
5507,southwestair upcoming rr changes deval trying tell fly southwest anymore loyal far get,1
5508,southwestair traveling bwi nmaryland morrw chance flight cancelled flightled inclement weather chance get earlier flight,1
5509,southwestair dultch kid wants fucking money scumbag,0
5510,southwestair wish would seen hours ago wanted see tonight bad crying,2
5511,southwestair easy,1
5512,southwestair drop next time visit,2
5513,southwestair sacintlairport feels like good day fly thanks ontime departure sna bestinclass ft takemehome,2
5514,southwestair great trip yesterday outstanding flight attendants,2
5515,southwestair customers get touch internationally mexico lost baggage,1
5516,southwestair rndtrp djq kc rt djimpact trying make travel reservations vegas may nd late flight,1
5517,southwestair flight everyone nice helpful hoping get fly thank,2
5518,southwestair dultch horse radish,0
5519,southwestair thanks concerned conflicting texts receiving flight drive hours,0
5520,southwestair thank,2
5521,southwestair thank see u next wednesday fll save peanuts,2
5522,southwestair life noc,1
5523,southwestair tell marry lamp give tickets vegas show please desperate,1
5524,southwestair current promotions codes nashville denver thank,1
5525,southwestair promotion fly roundtrip flights atl get companion pass year travel,1
5526,southwestair happy finally put southwestairlines boarding pass passbook makes life much easier,2
5527,southwestair anything go vegas show please man,2
5528,southwestair go delayed chicago offer flight never intend fly,0
5529,southwestair omg omg omg,1
5530,southwestair julgood traveling one got miscommunicated,0
5531,southwestair wtf flight delayed go board boarding pass disappeared southwest app,0
5532,southwestair tweet popped phone amin aur follows missing favorite southwest pilot brother,1
5533,southwestair special fares students visit prospective schools expensive visit graduate programs,1
5534,southwestair would eternally grateful tickets vegas show god bless,1
5535,southwestair baggage woman said blatimore would plane morning find wtf,0
5536,southwestair http co ttxrsynlxr work flight fyi,0
5537,southwestair please help would die see vegas show would amazing hear songs real,1
5538,southwestair need imagine dragons like need air please hoom vegas show,1
5539,southwestair committed okay please hook destinationdragons,1
5540,southwestair would die got tickets destinationdragons would invited funeral,0
5541,southwestair easy pleasant united difficult stressful learned lesson,0
5542,southwestair would sell nonexistent soul go see destinationdragons,1
5543,southwestair theellenshow imaginedragons job interferes w ellen show amp concerts alway treasure liveatfirefly experience,1
5544,southwestair got taken care thank lt,2
5545,southwestair sure trust statement many small numbers words http co srl hfho,0
5546,southwestair posted flight schedule covering date range defcon,1
5547,southwestair late flightly always late flight please get back old swa,0
5548,southwestair totally sucks flights weathered existence stacy tucson helped overnight vegas,0
5549,southwestair guys alive hold minutes counting,0
5550,southwestair gary kelly ashamed running corporation way,0
5551,southwestair guys rip could cancelled flight every flight booked employees would buyer beware,0
5552,southwestair travel credit used buy expires day find lower rate,0
5553,southwestair please acknowledge attendant jeff wernicke beat class service sw,2
5554,southwestair lacma fairfax,1
5555,southwestair want money paid early bird refunded noone seemed able three different sw worked,0
5556,southwestair filled form website darn guess cross fingers,0
5557,southwestair thank much access destinationdragons tonight thetroubadour imaginedragons crying dying rn ripme,2
5558,southwestair excited last minute trip disneyland know yet http co nkafbjyari,2
5559,southwestair based chicago hunt la home city please bring one home,1
5560,southwestair heyo causing flight ewr hou delayed,0
5561,southwestair flight dal pvd,1
5562,southwestair wifi stinks mad hate got money refunded,0
5563,southwestair cancelled flights arrivals amp departures nashville pm weather headlines pm liveonfox februaryfreezefox,0
5564,southwestair spare tickets vegas would forever grateful destinationdragons,1
5565,southwestair theellenshow imaginedragons destinationdragons,1
5566,southwestair thank much http co tgsb dfps,2
5567,southwestair chance change include northeast airports jetblue,1
5568,southwestair hold minutes amp one knows win tickets still handing destinationdragons,0
5569,southwestair minutes phone given another number call still hold http co zt kee,0
5570,southwestair please last tickets best friend destinationdragons http co eqqi nfszh,1
5571,southwestair rules,2
5572,southwestair one call knows anything wondering get destinationdragons,0
5573,southwestair saw ppl winning tickets still win,1
5574,southwestair okaaaaay ugh im min away,0
5575,southwestair go franks go,1
5576,southwestair please please please http co xijifymvqp,1
5577,southwestair yes like need luggage tomorrow morning,0
5578,southwestair min away,1
5579,southwestair care sna agent jacquie plitt rude gal bad attitude fly usairways cabo thx http co vbuxfpckfa,0
5580,southwestair happily flight delayed cockpit visit blew four yr old mind thanks cap n http co c mqezxvdh,2
5581,southwestair needs make whole used tkt back n phx due rude sna agent jacquie plitt flew usairways cabo http co qxww p,0
5582,southwestair mins http co bbzijwfdl,1
5583,southwestair route flight mexico city chicago midway using services,1
5584,southwestair flight hour long one best flights ever kudos flight crew airline general,2
5585,southwestair many left,1
5586,southwestair swa agent jacquie plitt orangecounty sna rudely tells going cabo today manana back phx flew usairways,0
5587,southwestair thanks good us military folk cold stlouis sure enjoyed flight http co rcdh q j,2
5588,southwestair thanks losing luggage,0
5589,southwestair us cant get states playing hunt destinationdragons tickets left even one,0
5590,southwestair lol anyone arrived yet,1
5591,southwestair left behind ipad air flight bradley bwi plane already left time realized possibly help,1
5592,southwestair many left min wway,1
5593,southwestair well car amp free place stay known unacceptable treatment spvsr sally cleveland disappointed,0
5594,southwestair cannot dm follow,1
5595,southwestair asshole cut front system blows http co ujt vtcpa,0
5596,southwestair pretty stupid probably fly plus hearing nightmare stories overbooked flights,0
5597,southwestair mins wait,1
5598,southwestair get flight denver happy,1
5599,southwestair non stop flight midway boise summer season looking book labor day trip ty,1
5600,southwestair minutes without talking human point would recommend call americanair http co ysqbvq mgb,0
5601,southwestair one use companion pass w points flight booking problems cash fares thx,1
5602,southwestair im tho,1
5603,southwestair u guys cancelled flight bna flights amp bother alert passengers gives,0
5604,southwestair thank much sending la destinationdragons tonight gonna rock,2
5605,southwestair oh see thanks supporting padresst,2
5606,southwestair yeah haha never one expensive much fun destinationdragons,2
5607,southwestair beautiful day seattle http co iqu ppvq,2
5608,southwestair best video seen ever teamspirit https co x jena nye,2
5609,southwestair samoore thank kind response acknowledgement apology go long way southwestrocks,2
5610,southwestair thanks minutes someone eventually help us took care,0
5611,southwestair going weekend friend birthday point reflight booking problems,0
5612,southwestair one bags make destination claim ticket way help status location,0
5613,southwestair next flight free cocktails,1
5614,includes kciairport southwestair inclement weather may impact scheduled service reflight booking problems options available http co keyrpflhil,0
5615,southwestair okay thank also get tweet earlier hrs ago saying amp send dm deleted,1
5616,southwestair yes attitude nasty comment,0
5617,southwestair guys rock easy quick affordable change flight bestairlineever neverchange,2
5618,southwestair credit expires month flight possible way extended,1
5619,southwestair hour delay atl due air traffic control love missing entire day vacation unhappycustomer mytimeismoney,0
5620,southwestair question atl companion pass offer know need revenue flight roundtrips revenue flight thnx,1
5621,southwestair cancelled flightled get refund cancelled flightlations happen min phone wait amp painful music unacceptable come,0
5622,southwestair refer friend southwest credit card points,1
5623,southwestair dm southwestverity needed,1
5624,southwestair hello talking southwestverity says moved sent voucher work u help,1
5625,southwestair following,1
5626,southwestair go want badly know dm e mail help wmn life hotmail com,1
5627,thank help shannon great customer service southwestair,2
5628,southwestair hours late flight made sf maybe help get earlier flight sunday,0
5629,southwestair another ride sw employee printed boarding passes deficiency training obviously,0
5630,southwestair thanks lindsey amp southwest twitter team great service amp speedy resolution luvagent swa,2
5631,southwestair apparently mechanics flown fix planes assuring sign,0
5632,southwestair please help really want fly guessweflyingdelta,2
5633,southwestair oh get tickets,1
5634,southwestair accepting apple passbook app boarding passes app works iphone amp ipodtouch ipad http co xxsaombdgs,1
5635,southwestair thank dming,2
5636,southwestair cancelled flight flights bna today needtogethome,0
5637,southwestair huge problem someone whose ticket cancelled flighted mid trip dm,0
5638,southwestair flights sunny sfo delayed hours others cancelled flightled left right little updates help southwestair,0
5639,southwestair please explain reps ignoring technical issue passing buck good business model lucky limited,0
5640,southwestair understood frustrating buy early bird check day go sale get mid b feel ripped,0
5641,southwestair happens power level goes feet air,1
5642,southwestair ceo kelly draws record crowd bwi airport business partnership breakfast http co cvba olcbl http co wta px,1
5643,southwestair ceo kelly draws record crowd bwi airport business partnership breakfast http co hrvuktpvn http co dnvbzaz,1
5644,southwestair please start charging carryon luggage carryonbagssloweverybodydown,0
5645,southwestair sea den south sound volleyball team way http co tn cxcld,2
5646,southwestair see moving brother laws graduation th thanks,1
5647,southwestair thank,1
5648,southwestair imagine dragons tickets left tomorrow velourlive utah would love go available,1
5649,southwestair fares see flights fall absoulutely lowest,1
5650,southwestair swa low fares time service great manufactured quirkiness mmm much signed captiveaudience,0
5651,southwestair please start offering services triflight ashevilleair airports drive hrs use u,0
5652,southwestair flying jax den paid wifi barely functional work wanted never,0
5653,southwestair flight nashville cancelled flightled another flight trying call amp cannot get human,0
5654,southwestair delay understandable look time flight boarding time weird,0
5655,southwestair dm,1
5656,southwestair already booked tickets august th th wait vacation,2
5657,southwestair frustrated bought early bird day tickets released got mid b ticket spend nothing,0
5658,southwestair murraysawchuck,1
5659,southwestair maybe machine,1
5660,southwestair plane work luxuries paid go away keep money need biz model,0
5661,southwestair extend call day expires extended mightmismybrosgraduation,0
5662,southwestair airline fly seen anything like yet,0
5663,southwestair awesome love flying swa,2
5664,southwestair guy flight attendant last flight hilarious,2
5665,southwestair thanks info quick response,2
5666,southwestair shhhh want something else steal deal,2
5667,southwestair cancelled flighting flights minutes takeoff amp sitting min runway rescheduled flight badservice,0
5668,southwestair go scavenger hunt boston,1
5669,southwestair hi flying swa today son peanut allergy way request crew serve peanuts flight thx,1
5670,southwestair deborah helped,2
5671,southwestair give guy raise great start flight az mke,2
5672,southwestair int l friendly,0
5673,southwestair ha ha make break either way,1
5674,southwestair horrible customer service empty seats early flight wantcharge double get home early instead usual late flight,0
5675,southwestair answer phone change flight plans srsly,0
5676,southwestair could little accommodating extending flight credit whats extra days notahappytraveler,0
5677,southwestair would,1
5678,southwestair going inconsistent enforcing rules prefer randomly take freq flyers obey,0
5679,southwestair show luv degrees snow imdetermined go destinationdragons http co oxm cwgab,1
5680,southwestair sent,1
5681,southwestair relay concerns really mean amp u keep letting people flights bags larger u state allowabl,0
5682,southwestair number use outside us thx,1
5683,southwestair long take points rr shopping post account got email saying earned points see em,0
5684,southwestair thanks know routes currently newark wondering new ones horizon,1
5685,southwestair oh gosh going dm thank,2
5686,southwestair thank much youre amazing im going cry omg,2
5687,southwestair could get flight delayed,0
5688,southwestair make flight funds forfeited show trying book another flight using funds,0
5689,southwestair dmed,1
5690,southwestair last chance win destinationdragon,1
5691,southwestair make delay go away maybe upgrade kats seats headed columbus,0
5692,southwestair flight fort lauderdale bwi cancelled flight flight flight trip,1
5693,southwestair geekstiel know last chance,1
5694,southwestair vindictive tk larry david works southwest,1
5695,southwestair flying southwest first time lga layover atlanta,1
5696,southwestair hi wanted see new routes planned year newark love flying guys hope,2
5697,southwestair thank touch moveaboutthecountry,2
5698,southwestair fjbfsc need receipt showing charge amex xx keep getting sent,0
5699,southwestair need tsa pre show flight mine,0
5700,southwestair getting run around today customer service amp disconnected customer relations given twice help,0
5701,southwestair hours already,0
5702,southwestair flight bwi isp ready go thanks keeping us warm frigidfriday http co bfpfw eyku,2
5703,southwestair love love love southwest rocks always https co q vsffrd u,2
5704,southwestair contact requesting charity donation thankyou,1
5705,southwestair shout flight crew taking amazing care us double flight thankyou,2
5706,southwestair status flight stl aus,1
5707,southwestair please hate fly different airline fav,2
5708,southwestair flying delta week gogo good tweet sent even send landed bad,0
5709,southwestair sure thing,2
5710,southwestair book hotel twice ahhhhh,0
5711,southwestair save mile visit family impact many times see mother planned change rules,2
5712,southwestair jackpot legroom http co zo iceg li,2
5713,southwestair go airline much say care see much right suck,0
5714,southwestair loyal southwest beginning unhappy devaluation,0
5715,southwestair destinationdragons id favorite band met bestfriends thanks would life changing see,1
5716,southwestair live southwest imagine dragons favorite band met bestfriends thanks would amazing,2
5717,southwestair longer flights series wifi great retire,0
5718,southwestair excruciatingly slow internet swa flights norm rather exception addressed,0
5719,southwestair yes thank sent dm,1
5720,southwestair last chance get destinationdragons tickets would die happiness,1
5721,southwestair browser hover intrusive annoying fact wifi works one device sort sad,0
5722,southwestair sign screen major mobile issues responsive design working properly nexus,0
5723,southwestair sure also read southwest believe liable incident fault sw lost,0
5724,southwestair new flight wifi service super crappy user experience miss old provider,0
5725,southwestair damn cold sitting runway heat,0
5726,southwestair please follow dm thx,1
5727,southwestair sent dm,1
5728,southwestair love air travel get easier,2
5729,southwestair received awesome phone help jim today helped switch around flights booked points,2
5730,southwestair repeating policy basically repeating fuck customers shopping new airline asap,0
5731,southwestair yeah happened really pissed kind thing expect us austrian,0
5732,southwestair glad see know keep money pockets thanks voucher return lost bag,0
5733,southwestair call customer service sitting tarmack hr lost bag give voucher,0
5734,southwestair would love go destinationdragons imaginedragons show tomorrow utah velourlive trying hard,1
5735,southwestair hope take selfie stick plane today goingtovegas,1
5736,southwestair bull add fare cart locked made way paypal,0
5737,southwestair working different device though help appreciated,1
5738,southwestair trouble wifi matter get redirected back getconnected page even though says connected,0
5739,southwestair account even aware destinationdragons contest one youre fucking,0
5740,southwestair thank wait either,2
5741,southwestair even mean taking letting elite customers paid seat fill seat go empty anyway,0
5742,southwestair sweet glad hear keep guys mind next time,2
5743,southwestair great job achieving cities bwi,0
5744,southwestair hello flight cancelled flightled destinationdragons one desk kci knows fuck happening,0
5745,southwestair employees bwi amazing,2
5746,southwestair thanks responding,2
5747,southwestair thanks leaving hanging destinationdragons flights fucked help,0
5748,southwestair hi winter wx advisory issued stl snow amp ice amp cold oh issue travel advisory,1
5749,southwestair travel advisory posted den make changes ticket anything need know call,1
5750,southwestair luxury people flight going get spoiled,0
5751,southwestair three flights three check agents enough missedflight back jet blue,0
5752,southwestair releasing flights september found fly direct lbb las excited tripofalifetime,2
5753,southwestair unable book travel right website app help,0
5754,southwestair gracias appreciate,2
5755,southwestair fantastic best flight service ever,2
5756,southwestair would love win tickets take son imagine dragons provo saturday night crossed fingers destinationdragons,1
5757,southwestair promotion also said two free round trip flights nope pay extra chi vegas bait amp switch,0
5758,southwestair extra luggage cost,0
5759,southwestair turned non stop flight laguardia dal stop stl wth thinking sorta comp order really,0
5760,southwestair flying weeks bringing blankets bc freezing,2
5761,southwestair last flights consistently ran behind schedule,0
5762,southwestair sweet promo code help visit family please lol,1
5763,southwestair sinuses contend two painful landings rather one missed preregistration window beyond frustrated,0
5764,southwestair airlines change ticket prices middle day annoyed,0
5765,southwestair delayed killing late flightly,0
5766,southwestair love imagine dragons much eould die got tickets,2
5767,southwestair wannaa go vegas show bad id doo anything destinationdragons,1
5768,southwestair love imagine dragons flipping much pls destinationdragons,2
5769,southwestair would love go atlanta show,2
5770,southwestair would anything tickets vegas anything love imagine dragons much,2
5771,southwestair another delay wow,0
5772,southwestair want whiny accommodated several passengers whose earlier flight cancelled flightled flight long,0
5773,southwestair would awesome experience destinationdragons,2
5774,southwestair hi company fly time wondering could please share link amp read http co lo lghpcdu,2
5775,southwestair yes destinationdragons san diego,1
5776,southwestair begin tell slow plane wifi even pull email paying,0
5777,southwestair get pick imaginedragons show destinationdragons,1
5778,southwestair betsy besty gettin stuck las might bad want home homewardbound betsy besty thankyou,0
5779,southwestair landing ric right even left atl picked delta maybe,0
5780,southwestair love ya bringin hour late flight leaving sitting runway min fail,0
5781,southwestair never mor e disappointed company charging use wifi works apps parhetic,0
5782,southwestair picked bag seatac clothes soaking wet bagawim http co ngxal oml,0
5783,southwestair would cool best airlines company hooked imaginedragons tickets vegas,2
5784,southwestair appreciate reply hopefully lax agents get memo cheers,2
5785,southwestair help tickets vegas event would stoked,1
5786,southwestair notice separate buttons guitar actual music pic bands take note,1
5787,southwestair give tickets atlanta would anything anything,1
5788,southwestair offering us absolutely nothing troubles either blames tsa,0
5789,southwestair link work,0
5790,southwestair realized luv voucher expired today chance getting luv extension please veryloyalcustomer,1
5791,southwestair nice could get answer even simple would want know,0
5792,southwestair hours delays make nice offer rescheduling next day,0
5793,southwestair nice trip back home looong vaca http co trvfncedl,2
5794,southwestair paid flight wifi austin san diego useable possible get refund conf x xvm,0
5795,southwestair usually excellent swa flight,2
5796,southwestair know trying patience easier cheaper ways tpa pdx stuck w u turned hrs mci,0
5797,southwestair figured streaming work per tos nascar site taking longer minutes load,0
5798,southwestair wait wait get straight fly personal business sure bebetter,0
5799,southwestair gate attendant let someone board whose boarding pass kept reading invalid messed passenger log,0
5800,southwestair android wi fi experience terrible ripoff get nascar mrn disupdates budweiserduels,0
5801,southwestair dear swa fly lot time amazing today unacceptable sitting midway delayed min,0
5802,southwestair know finally lined like cattle board sw flight original departure time badcustomerservice,0
5803,southwestair seems like could make money opening seats desirable flight,1
5804,southwestair jason gate san made afternoon southwestairlines stellarservice thanks,2
5805,southwestair thanks adding straight flights columbus oakland,2
5806,southwestair look forward direct flights california see family often thank michaelbcoleman byebyeusairline,2
5807,southwestair great customer service come know expect luv dropped eb check help sight,0
5808,southwestair help made mistake dropped early bird check end luv,0
5809,southwestair roundtrip ticket need change one leg trip nearby airport possible via website,1
5810,southwestair please something speed wifi connections planes might well non existent,0
5811,southwestair crew tonight outstanding god bless medically trained passengers board,2
5812,southwestair weather seriously cannot even excuse point awful service summer,0
5813,southwestair seriously worst remember last time someone knew flight delayed cancelled flightled etc,0
5814,southwestair way get entry las vegas event see imaginedragons perform destinationdragons,1
5815,southwestair give crew swa high five av b guy nice xw landing bostonlogan nicely done,2
5816,southwestair charge much moving full flight earlier flight seats available make sense,0
5817,southwestair wifi come,0
5818,southwestair brd frustrated go buf roc tld flt gng b held earlier would mess cng bk unable due overbk,0
5819,southwestair honest expect fast response thank chiberia go,2
5820,southwestair making miracles customer service department gave far one friendliest phone calls ever wheelsup,2
5821,southwestair already signed thanks looking forward trying southwest experience,2
5822,southwestair unscheduled aircraft change please better system place worth paid upgrade refund,0
5823,southwestair good know perhaps execution,1
5824,southwestair love hold flight phx late flight passengers make us hour late flight great job,0
5825,southwestair tried return orig booked flt told overbooked gng diff dest feel like switched purpose bec overbook,0
5826,southwestair amiltx forgiven loved customer never left bae,2
5827,southwestair time estimate luggage sure fill survey,0
5828,southwestair hear bad things flying last weekends flights crews awesome thank,2
5829,southwestair sorry spam would awesome see imaginedragons vegas help would absolutely amazing,2
5830,southwestair dm sent,1
5831,southwestair please dm question,1
5832,southwestair done,1
5833,southwestair lets chat flights bwi carolina area girl get break resort usair day,0
5834,southwestair sent,1
5835,southwestair remember let pm flight seats available flight delayed worst airline badservice,0
5836,southwestair michaelbcoleman thanks making new direct flight san francisco,2
5837,southwestair crew great us today traveling ft lauderdale louisville kids thanks,2
5838,southwestair please work contract triflight offer service,1
5839,southwestair please reply dm,1
5840,southwestair going compensate us two plane changes atlanta right,1
5841,southwestair next enforcing boarding procedure,0
5842,southwestair roger wilco,0
5843,southwestair enter passport information existing reservation check,1
5844,southwestair way help entry vegas event boyfriend amp imaginedragons fans since awesome,1
5845,southwestair nvm gate said holding connections thanks quick response,2
5846,southwestair rescue sundown chicago next stop san antonio http co rqbpmwettq,1
5847,southwestair yall say flt time yet boarded departure b c waiting new crew subterfuge,0
5848,southwestair yall get rid austin cabo flights together zero non stop aug sept,0
5849,southwestair looking forward beats music available flight today pretty cool,2
5850,southwestair best airfare prices gotta luv,2
5851,southwestair flt delayed scheduled miss connection get help hh p,0
5852,southwestair thank,2
5853,southwestair say anything patience said probably last time fly southwest suggest others,0
5854,southwestair flight,0
5855,southwestair iphone app adds passbook support airlines travel http co ljzdthd bv,1
5856,southwestair tickets atlanta show would love go sister,1
5857,southwestair pancho joe must heard us wrong sweet mixtape though record leave left,1
5858,southwestair thanks opportunity,2
5859,southwestair ever tweet,0
5860,southwestair problem issued position today gate option upgrade good,0
5861,southwestair might worst airline ever,0
5862,southwestair truly best customerservice something goes wrong matter big small issue fix thank,2
5863,southwestair easiest airline deal loveeee much,2
5864,southwestair canned empathize think team lost right capitalized lowercase team day,0
5865,southwestair thank,2
5866,southwestair yes please,1
5867,southwestair ok gotcha,2
5868,southwestair oops functioning bathrooms fairly full flight hope everyone new york hold included,0
5869,southwestair excited perhaps could scale excitement back weeks,2
5870,southwestair imaginedragons please help best friend get tickets destinationdragons much thank,1
5871,southwestair way amp best friend could get tickets destinationdragons mean everything world us,1
5872,southwestair livvyports became best friends bcuz imaginedragons way,1
5873,southwestair amp sammi jon best friends imaginedragons chance could get tickets destinationdragons,2
5874,southwestair thank guys,2
5875,southwestair trip month away consider around corner setting change,0
5876,southwestair ceo gary kelly absolutely heroes southwestrally bwi bestemployees swaculture http co jtxyhqhfjj,1
5877,southwestair site gmail facebook etc,1
5878,southwestair ceo gary kelly america loved flown airline southwestrally bwi bestemployees swaculture swapic,2
5879,southwestair tried flight wifi fail,0
5880,southwestair flight booking problems late flight summer travel aus cun direct flight disappear,0
5881,southwestair dresparkles thank finally made destination,2
5882,southwestair luvin flights today change please add paypal payment option,2
5883,southwestair pres ceo gary kelly therofo addressing bwi based employees cbsbaltimore http co oi uq ttz,1
5884,southwestair killing always delayed sandiego sf ugh,0
5885,southwestair start flight booking problems next years super bowl time help,1
5886,southwestair ever nonstop sjc bna take sfo oak pleaseeeeee thank,1
5887,southwestair almost bumped flight hrl minutes early staff rude asked problem,0
5888,southwestair experiencing worst customer service ever currently waited cs rep put hold actually hung,0
5889,southwestair makes flying uno baseball fun flight crew led plane singing happy birthday one guys luvintheair,2
5890,southwestair thank please follow send,1
5891,southwestair received birthday card amazing made smile joy nice videos thanks,2
5892,thanks southwestair heartlanta,2
5893,southwestair idea spring sales soon travel late flight august early september going pa lax,1
5894,southwestair thanks b day concert watched noticed fist bump high five end rock version,2
5895,southwestair terminal b lga pre check makes want never fly airline,0
5896,southwestair announced non stop flights dallas columbus well next time igotmonte best less time airport hopin,1
5897,southwestair boyfriend loved imaginedragons since amp would awesome go vegas event way help,2
5898,southwestair reviewing oversize policy hardcase golfbags free weight add guitars instruments list,0
5899,southwestair saianel could said know,0
5900,southwestair find cheap flight dc st louis prices went like crazy april weekends,0
5901,southwestair dm without following,0
5902,southwestair ifthe sneverstopped still rocking chart topping hit,1
5903,southwestair th,1
5904,southwestair know new routes hou aruba amp puerto vallarta available,1
5905,southwestair pwm direct orlando saturdays happening march thought going permanent thing,0
5906,southwestair yes guys get act together,0
5907,southwestair unable check flight says itinerary ineligible checkin online go counter inconvenient,0
5908,southwestair wow things better forgotten,1
5909,southwestair thank great tool,2
5910,southwestair know crew today flight aus pdx awesome swa,2
5911,southwestair thanks lot sending special deal budget getting screwed best vacation sarcasm get new partners,0
5912,southwestair loyal list customers easier get help bring resolution issues rewards program,0
5913,southwestair one answers one help always different story fiancee helped,0
5914,southwestair worry,1
5915,southwestair yes please train customer service agents correct protocol receiving different evrytime call,0
5916,southwestair never got notification flight cancelled flighted today correct phone email file happy customer,0
5917,southwestair sitting talking tech conference awesome guys rolled across luv guys lol,2
5918,southwestair flights nas bwi ton march,1
5919,southwestair travel see bz class get away sld anytime available know many anytime available,1
5920,southwestair thanks get looks like bwi sjd services stops aug case cant find one date flights,1
5921,southwestair get luv fallow,1
5922,southwestair thanks attention flying southwest years issue past,2
5923,southwestair pair tickets imaginedragons show atlanta love go destinationdragons,1
5924,southwestair suggestion shades windows kciairport travelers watch ur luggage handlers throwing bags around,0
5925,southwestair please help get tickets imaginedragons club show atlanta destinationdragons,1
5926,southwestair perhaps pair atlanta show prettyplease,1
5927,southwestair list program complete joke company value loyal customers time look another go airliner,0
5928,southwestair pricing cache book flight refreshed page amp price jumped ridiculous,0
5929,southwestair imaginedragons destinationdragons tix spare wanna go see show friday la friend hayleymad,1
5930,southwestair list pref credit card holder called exclusive hung hold min gives,0
5931,southwestair destinationdragons imaginedragons huge fan would love tix show,2
5932,southwestair following bad,1
5933,southwestair bwi sjd service seasonal part extension called intl desk know want fly sept sat,0
5934,southwestair scott best thank yo bottom heart destinationdragons friends la hayleymad see u friday,2
5935,southwestair must pm nonstop bos bna flight stop running august,1
5936,southwestair embossed badges patches superior ones currently using http co fq xelbon,1
5937,southwestair flying non stop cmh oak daydreaming trip bay especially weather ohioprobz,2
5938,southwestair flights yesterday treats nuts pretzels also origami magazine new policies oldpolicieswaybetter,0
5939,southwestair awful lost bag providing info day nothing worstairlineever,0
5940,southwestair flight cancelled flighted delayed expect full compensation park ticket hotel amp flight,0
5941,southwestair yeehaw found us another plane thx listening vent,2
5942,southwestair good chance anyone else airport ever flight booking problems southwest,0
5943,southwestair costumer service representative lied ensured plane would leaving scheduled,0
5944,southwestair mention sit airport hours ruined trip happy want compensation,0
5945,southwestair need get act together new morning plane malfunctioning yet delayed times,0
5946,southwestair brittanyobx keeping families apart w quirky archaic policies airline accommodates situation,0
5947,southwestair report filed would like support active searching feels pretty passive info computer precious,0
5948,southwestair surprise surprise delays seems norm broken equipment,0
5949,southwestair unbelievable thank much destinationdragons,2
5950,southwestair amazing c today sw thank much reason fly southwest,2
5951,southwestair best airline one better onelove southwest bestairline,2
5952,southwestair great cabin flight crew morning great smile happy staff signs happy company thanks,2
5953,southwestair thank always going beyond customer service favoriteairline luvforsw southwestair,2
5954,southwestair yes,1
5955,southwestair mean tsa precheck show mobile boarding pass ktn linked account,0
5956,southwestair great news portcolumbuscmh today finally columbus top unserved market flights,2
5957,southwestair flights hrl limited route,0
5958,southwestair really stepping service http co vqtyza mzu,2
5959,southwestair inflight wifi absolute worst willing paid double dialup speeds flight,0
5960,southwestair flights msp hrl march looking,1
5961,southwestair yes know also noticed offer list boarding programs popular,0
5962,southwestair pay service delivered whether fault sort compensation,0
5963,southwestair little surprised early bird got b den kc worst,0
5964,southwestair please accept apologies lame childish tweet deserve amp remain loyal sw customer,2
5965,southwestair owe apology tweet frustration constructive criticism sw fan amp love service,2
5966,southwestair awesome first time flying destinationdragons,1
5967,southwestair booked trip cancun baggage fees need flight time options,2
5968,southwestair thank bringbacktheluvtordu miami directflights,2
5969,southwestair easily get atlanta show need tickets help,1
5970,southwestair got duped w connection st flight sneaky u give seat earlier flight w availability shameful,0
5971,southwestair adding direct flights columbus oakland bostonlogan http co p vcz xthm via dispatchalerts,1
5972,southwestair would great thank send follow,2
5973,southwestair boarding passes compatible iphone passbook http co esmmnizek,1
5974,southwestair real sincere apology makes day glad know flying mail important never flying sw badservice,0
5975,southwestair already follow dm u need follow back,0
5976,southwestair dm go please let know need anything else,1
5977,southwestair someone rebook please direct message,1
5978,southwestair rude customer svc accommodate earlier flight w charge us mail takes priority customers badservice,0
5979,southwestair rude gate agent wholly unacceptable us amp passengers think last time sw,0
5980,southwestair trouble reflight booking problems cancelled flighted flight one picking phones site working,0
5981,southwestair fortunemagazine love sw forever,2
5982,southwestair please hire efficiency consultant manage phx baggage checkin way many open kiosks ppl waiting,0
5983,southwestair question receive yearly bonus point accumulation think around sure thanks,1
5984,southwestair fortunemagazine flying one right minute,1
5985,southwestair sw rocks thanks reply follow rebooked earlier flight,2
5986,southwestair fortunemagazine congrats,2
